Ensembl Gene ID	Ensembl Protein Family ID(s)
ENSG00000197324	ENSFM00250000003562
ENSG00000237680	ENSFM00620001000151
ENSG00000160741	ENSFM00520000517918
ENSG00000145087	ENSFM00500000269888
ENSG00000176809	ENSFM00500000270330
ENSG00000112996	ENSFM00250000008011
ENSG00000169499	ENSFM00250000003074
ENSG00000160994	ENSFM00250000009070
ENSG00000070614	ENSFM00250000001173
ENSG00000105141	ENSFM00500000274104
ENSG00000100368	ENSFM00250000005817
ENSG00000094661	ENSFM00320000100072
ENSG00000105137	ENSFM00250000002546
ENSG00000106018	ENSFM00500000269668
ENSG00000134640	ENSFM00500000269848
ENSG00000132849	ENSFM00570000851303
ENSG00000244242	ENSFM00500000276928
ENSG00000155640	ENSFM00250000009007
ENSG00000240694	ENSFM00500000270437
ENSG00000167281	ENSFM00250000000843
ENSG00000029993	ENSFM00500000269645
ENSG00000180773	ENSFM00250000000708
ENSG00000168802	ENSFM00250000008429
ENSG00000110060	ENSFM00250000004166
ENSG00000166200	ENSFM00250000004729
ENSG00000167526	ENSFM00500000270284
ENSG00000109016	ENSFM00560000771026
ENSG00000099377	ENSFM00480000262752
ENSG00000204740	ENSFM00640001103213
ENSG00000253767	ENSFM00250000000071
ENSG00000255027	ENSFM00610000971531
ENSG00000139540	ENSFM00500000274301
ENSG00000120498	ENSFM00250000004461
ENSG00000109832	ENSFM00400000131773
ENSG00000177548	ENSFM00260000051534
ENSG00000253305	ENSFM00250000000071
ENSG00000162630	ENSFM00500000270000
ENSG00000178307	ENSFM00250000007165
ENSG00000065491	ENSFM00250000002359
ENSG00000034152	ENSFM00440000236863
ENSG00000142330	ENSFM00480000262808
ENSG00000092964	ENSFM00250000000643
ENSG00000100991	ENSFM00250000006961
ENSG00000162687	ENSFM00250000001245
ENSG00000102030	ENSFM00250000002819
ENSG00000110171	ENSFM00570000851086
ENSG00000158019	ENSFM00250000003744
ENSG00000146457	ENSFM00250000004199
ENSG00000153140	ENSFM00500000271619
ENSG00000093009	ENSFM00250000005006
ENSG00000165406	ENSFM00250000003945
ENSG00000174776	ENSFM00500000271945
ENSG00000183474	ENSFM00250000004772
ENSG00000165282	ENSFM00250000004749
ENSG00000138758	ENSFM00350000105408
ENSG00000237918	ENSFM00500000278205
ENSG00000082153	ENSFM00250000002032
ENSG00000107165	ENSFM00570000850977
ENSG00000177595	ENSFM00250000005165
ENSG00000125498	ENSFM00570000851090
ENSG00000253846	ENSFM00250000000071
ENSG00000164588	ENSFM00250000000931
ENSG00000110108	ENSFM00250000010758
ENSG00000204364	ENSFM00250000001406
ENSG00000213221	ENSFM00500000279143
ENSG00000089163	ENSFM00250000004820
ENSG00000213390	ENSFM00250000003408
ENSG00000102195	ENSFM00500000269848
ENSG00000250644	ENSFM00500000269635
ENSG00000162227	ENSFM00250000008256
ENSG00000188817	ENSFM00250000010673
ENSG00000254122	ENSFM00250000000071
ENSG00000136883	ENSFM00480000262850
ENSG00000042493	ENSFM00570000851206
ENSG00000135045	ENSFM00500000280350
ENSG00000138095	ENSFM00250000002838
ENSG00000117984	ENSFM00500000269635
ENSG00000006118	ENSFM00250000000808
ENSG00000137440	ENSFM00500000274600
ENSG00000156017	ENSFM00500000270841
ENSG00000152128	ENSFM00250000007006
ENSG00000115457	ENSFM00500000271485
ENSG00000215405	ENSFM00500000278084
ENSG00000165516	ENSFM00250000004271
ENSG00000139890	ENSFM00260000050685
ENSG00000176165	ENSFM00410000138513
ENSG00000240403	ENSFM00570000851103
ENSG00000159337	ENSFM00540000717923
ENSG00000135631	ENSFM00500000272387
ENSG00000165757	ENSFM00250000009006
ENSG00000143878	ENSFM00500000269651
ENSG00000182974	ENSFM00400000131757
ENSG00000227047	ENSFM00550000758164
ENSG00000132359	ENSFM00500000269894
ENSG00000183706	ENSFM00400000131757
ENSG00000118960	ENSFM00250000007319
ENSG00000115461	ENSFM00500000271172
ENSG00000185182	ENSFM00600000921309
ENSG00000103591	ENSFM00250000005663
ENSG00000173575	ENSFM00540000717926
ENSG00000115935	ENSFM00600000921523
ENSG00000185264	ENSFM00250000011862
ENSG00000186960	ENSFM00500000288948
ENSG00000204052	ENSFM00250000009938
ENSG00000112425	ENSFM00250000005163
ENSG00000156471	ENSFM00500000271099
ENSG00000257767	ENSFM00250000000201
ENSG00000137441	ENSFM00480000262974
ENSG00000118245	ENSFM00500000376988
ENSG00000111275	ENSFM00250000000201
ENSG00000160131	ENSFM00600000922413
ENSG00000187796	ENSFM00250000001514
ENSG00000214827	ENSFM00500000274575
ENSG00000153147	ENSFM00510000502741
ENSG00000007062	ENSFM00250000001124
ENSG00000223874	ENSFM00550000763163
ENSG00000231672	ENSFM00550000769548
ENSG00000128311	ENSFM00500000270326
ENSG00000100461	ENSFM00250000001908
ENSG00000163632	ENSFM00250000011760
ENSG00000105135	ENSFM00250000005381
ENSG00000120594	ENSFM00250000002327
ENSG00000168026	ENSFM00250000002099
ENSG00000154174	ENSFM00250000003615
ENSG00000119608	ENSFM00250000001831
ENSG00000020129	ENSFM00250000005281
ENSG00000139797	ENSFM00500000270762
ENSG00000106605	ENSFM00250000007418
ENSG00000173692	ENSFM00250000002209
ENSG00000130741	ENSFM00250000002233
ENSG00000135070	ENSFM00500000272843
ENSG00000143621	ENSFM00250000003528
ENSG00000101951	ENSFM00600000924808
ENSG00000144583	ENSFM00250000003076
ENSG00000147526	ENSFM00570000851225
ENSG00000171711	ENSFM00500000309967
ENSG00000198522	ENSFM00250000005710
ENSG00000256053	ENSFM00250000006567
ENSG00000117868	ENSFM00250000000964
ENSG00000204979	ENSFM00600000922494
ENSG00000174010	ENSFM00640001103108
ENSG00000196166	ENSFM00500000294531
ENSG00000163428	ENSFM00260000050914
ENSG00000099797	ENSFM00250000002457
ENSG00000007314	ENSFM00570000851095
ENSG00000196946	ENSFM00570000851409
ENSG00000185010	ENSFM00640001103182
ENSG00000068985	ENSFM00500000288977
ENSG00000099385	ENSFM00500000273551
ENSG00000165182	ENSFM00250000008587
ENSG00000176797	ENSFM00500000291602
ENSG00000205777	ENSFM00600000921615
ENSG00000204128	ENSFM00600000922306
ENSG00000176714	ENSFM00400000132094
ENSG00000152284	ENSFM00250000000570
ENSG00000172428	ENSFM00500000296060
ENSG00000203870	ENSFM00500000369136
ENSG00000104497	ENSFM00250000003292
ENSG00000176945	ENSFM00290000065638
ENSG00000189064	ENSFM00600000921615
ENSG00000071203	ENSFM00500000276445
ENSG00000224902	ENSFM00600000921615
ENSG00000118308	ENSFM00250000007317
ENSG00000215269	ENSFM00600000921615
ENSG00000143553	ENSFM00500000273533
ENSG00000163749	ENSFM00250000008071
ENSG00000132002	ENSFM00440000236855
ENSG00000224543	ENSFM00620001010682
ENSG00000222009	ENSFM00540000719111
ENSG00000100075	ENSFM00500000271175
ENSG00000146463	ENSFM00500000269725
ENSG00000178586	ENSFM00420000140541
ENSG00000236362	ENSFM00600000921615
ENSG00000224712	ENSFM00570000851385
ENSG00000013375	ENSFM00250000003103
ENSG00000063515	ENSFM00500000278265
ENSG00000221961	ENSFM00560000778322
ENSG00000068697	ENSFM00500000271417
ENSG00000214479	ENSFM00470000254657
ENSG00000182083	ENSFM00420000140541
ENSG00000188396	ENSFM00250000011786
ENSG00000216649	ENSFM00600000921615
ENSG00000225211	ENSFM00250000007739
ENSG00000206203	ENSFM00500000270220
ENSG00000007312	ENSFM00500000274259
ENSG00000172845	ENSFM00500000269804
ENSG00000164695	ENSFM00600000921240
ENSG00000228267	ENSFM00250000000285
ENSG00000069764	ENSFM00500000274273
ENSG00000175697	ENSFM00250000006725
ENSG00000167173	ENSFM00250000007720
ENSG00000123159	ENSFM00250000002325
ENSG00000100479	ENSFM00250000003953
ENSG00000077800	ENSFM00250000004945
ENSG00000178287	ENSFM00500000296217
ENSG00000108179	ENSFM00600000921134
ENSG00000160951	ENSFM00500000270295
ENSG00000162040	ENSFM00250000001060
ENSG00000108963	ENSFM00250000004297
ENSG00000176782	ENSFM00500000296310
ENSG00000185924	ENSFM00250000002242
ENSG00000173699	ENSFM00500000285041
ENSG00000174740	ENSFM00570000851729
ENSG00000186579	ENSFM00500000293474
ENSG00000226397	ENSFM00550000758858
ENSG00000068001	ENSFM00250000000550
ENSG00000156222	ENSFM00250000001629
ENSG00000225312	ENSFM00500000270902
ENSG00000198734	ENSFM00570000852265
ENSG00000106105	ENSFM00250000002960
ENSG00000120705	ENSFM00250000005309
ENSG00000204978	ENSFM00500000356729
ENSG00000108239	ENSFM00250000002496
ENSG00000100038	ENSFM00250000001744
ENSG00000007129	ENSFM00570000851754
ENSG00000100029	ENSFM00250000003843
ENSG00000102931	ENSFM00250000005361
ENSG00000052795	ENSFM00250000002858
ENSG00000180900	ENSFM00500000269735
ENSG00000198001	ENSFM00250000004263
ENSG00000134042	ENSFM00470000251551
ENSG00000169981	ENSFM00250000000002
ENSG00000198373	ENSFM00570000851026
ENSG00000213588	ENSFM00500000277602
ENSG00000215428	ENSFM00620001000833
ENSG00000130707	ENSFM00250000002152
ENSG00000145979	ENSFM00250000004841
ENSG00000111678	ENSFM00500000274497
ENSG00000116489	ENSFM00250000001955
ENSG00000168329	ENSFM00250000000182
ENSG00000082212	ENSFM00250000000979
ENSG00000103160	ENSFM00500000271530
ENSG00000244444	ENSFM00500000274327
ENSG00000030110	ENSFM00250000006817
ENSG00000152936	ENSFM00250000009147
ENSG00000178809	ENSFM00500000271571
ENSG00000105352	ENSFM00500000277267
ENSG00000198546	ENSFM00500000273278
ENSG00000206372	ENSFM00250000001406
ENSG00000177340	ENSFM00250000013927
ENSG00000206562	ENSFM00500000271121
ENSG00000118276	ENSFM00560000771038
ENSG00000170456	ENSFM00250000001713
ENSG00000088930	ENSFM00600000921165
ENSG00000118094	ENSFM00250000001509
ENSG00000007306	ENSFM00570000851108
ENSG00000154099	ENSFM00250000005550
ENSG00000141642	ENSFM00250000009105
ENSG00000088881	ENSFM00250000000890
ENSG00000179934	ENSFM00250000000182
ENSG00000155363	ENSFM00250000001745
ENSG00000141437	ENSFM00500000271232
ENSG00000112144	ENSFM00310000089016
ENSG00000153339	ENSFM00250000003061
ENSG00000142082	ENSFM00500000269972
ENSG00000141646	ENSFM00420000140579
ENSG00000129084	ENSFM00400000131829
ENSG00000179532	ENSFM00550000743164
ENSG00000099284	ENSFM00400000131810
ENSG00000136933	ENSFM00250000006474
ENSG00000134343	ENSFM00250000000240
ENSG00000175745	ENSFM00500000269818
ENSG00000135077	ENSFM00500000270665
ENSG00000164163	ENSFM00250000004383
ENSG00000198785	ENSFM00610000952923
ENSG00000135211	ENSFM00500000274581
ENSG00000158106	ENSFM00250000001838
ENSG00000006576	ENSFM00250000001144
ENSG00000088882	ENSFM00250000000555
ENSG00000135213	ENSFM00560000771165
ENSG00000163918	ENSFM00500000270341
ENSG00000152377	ENSFM00250000001454
ENSG00000176624	ENSFM00250000002403
ENSG00000111679	ENSFM00260000050462
ENSG00000119969	ENSFM00500000270503
ENSG00000227115	ENSFM00550000757110
ENSG00000187323	ENSFM00260000050557
ENSG00000188386	ENSFM00500000269882
ENSG00000206324	ENSFM00500000270410
ENSG00000102934	ENSFM00500000273560
ENSG00000150961	ENSFM00560000771000
ENSG00000127990	ENSFM00250000002718
ENSG00000059915	ENSFM00250000001069
ENSG00000102962	ENSFM00610000954217
ENSG00000006210	ENSFM00250000008357
ENSG00000166471	ENSFM00500000271395
ENSG00000126217	ENSFM00250000000478
ENSG00000177192	ENSFM00250000005071
ENSG00000113391	ENSFM00250000003491
ENSG00000185339	ENSFM00250000007360
ENSG00000178403	ENSFM00500000276653
ENSG00000255568	ENSFM00550000766057
ENSG00000138658	ENSFM00580000902196
ENSG00000205581	ENSFM00250000013740
ENSG00000144659	ENSFM00500000271856
ENSG00000196653	ENSFM00250000000002
ENSG00000105388	ENSFM00570000851108
ENSG00000169230	ENSFM00500000271743
ENSG00000219410	ENSFM00500000316571
ENSG00000141452	ENSFM00250000005107
ENSG00000100036	ENSFM00250000007919
ENSG00000126746	ENSFM00260000050489
ENSG00000076201	ENSFM00500000271580
ENSG00000168028	ENSFM00250000001034
ENSG00000125816	ENSFM00500000270489
ENSG00000086548	ENSFM00570000851108
ENSG00000167065	ENSFM00560000771041
ENSG00000227801	ENSFM00250000000231
ENSG00000185100	ENSFM00250000002012
ENSG00000170956	ENSFM00570000851108
ENSG00000170500	ENSFM00250000001913
ENSG00000145864	ENSFM00400000131718
ENSG00000141458	ENSFM00250000001263
ENSG00000125820	ENSFM00500000271549
ENSG00000155868	ENSFM00500000270665
ENSG00000125813	ENSFM00420000140576
ENSG00000123094	ENSFM00500000271514
ENSG00000183103	ENSFM00250000008743
ENSG00000186446	ENSFM00250000000002
ENSG00000169223	ENSFM00260000050644
ENSG00000142025	ENSFM00360000110072
ENSG00000113013	ENSFM00550000743139
ENSG00000125798	ENSFM00500000269953
ENSG00000136928	ENSFM00250000000928
ENSG00000134046	ENSFM00250000001501
ENSG00000105372	ENSFM00500000270790
ENSG00000154493	ENSFM00250000007361
ENSG00000183495	ENSFM00570000851151
ENSG00000105369	ENSFM00250000009215
ENSG00000106113	ENSFM00260000050505
ENSG00000130643	ENSFM00440000237026
ENSG00000184792	ENSFM00500000269873
ENSG00000101751	ENSFM00250000005786
ENSG00000076928	ENSFM00600000921196
ENSG00000256073	ENSFM00620001019849
ENSG00000204250	ENSFM00500000430350
ENSG00000095397	ENSFM00250000001412
ENSG00000166979	ENSFM00500000271783
ENSG00000125107	ENSFM00600000921206
ENSG00000242265	ENSFM00500000277373
ENSG00000174448	ENSFM00500000273416
ENSG00000112146	ENSFM00320000100134
ENSG00000113263	ENSFM00280000058686
ENSG00000042286	ENSFM00500000271132
ENSG00000166845	ENSFM00250000009134
ENSG00000120137	ENSFM00260000050538
ENSG00000168314	ENSFM00600000921972
ENSG00000169550	ENSFM00250000007089
ENSG00000258266	ENSFM00640001120185
ENSG00000237462	ENSFM00500000269629
ENSG00000129625	ENSFM00500000270563
ENSG00000198326	ENSFM00500000276983
ENSG00000155366	ENSFM00500000269651
ENSG00000146021	ENSFM00500000269586
ENSG00000178690	ENSFM00500000279519
ENSG00000182759	ENSFM00600000921336
ENSG00000041353	ENSFM00500000270172
ENSG00000169575	ENSFM00500000273928
ENSG00000231041	ENSFM00500000434877
ENSG00000235589	ENSFM00250000000002
ENSG00000102970	ENSFM00500000292917
ENSG00000241690	ENSFM00500000276983
ENSG00000198477	ENSFM00250000001193
ENSG00000158528	ENSFM00250000001450
ENSG00000166510	ENSFM00250000010082
ENSG00000170381	ENSFM00480000262738
ENSG00000014164	ENSFM00250000007826
ENSG00000258713	ENSFM00500000286867
ENSG00000169548	ENSFM00250000001193
ENSG00000154065	ENSFM00440000236974
ENSG00000132671	ENSFM00500000269722
ENSG00000132635	ENSFM00250000003551
ENSG00000124571	ENSFM00250000002685
ENSG00000228652	ENSFM00430000230074
ENSG00000178726	ENSFM00500000273656
ENSG00000178217	ENSFM00630001050596
ENSG00000258105	ENSFM00640001111070
ENSG00000231319	ENSFM00430000230074
ENSG00000233636	ENSFM00430000230074
ENSG00000226347	ENSFM00430000230074
ENSG00000164123	ENSFM00500000275537
ENSG00000125810	ENSFM00500000273076
ENSG00000234100	ENSFM00540000717907
ENSG00000243441	ENSFM00640001103070
ENSG00000005194	ENSFM00500000271827
ENSG00000205339	ENSFM00250000002090
ENSG00000004478	ENSFM00500000270053
ENSG00000182093	ENSFM00250000008577
ENSG00000224487	ENSFM00640001103083
ENSG00000233481	ENSFM00640001103083
ENSG00000132661	ENSFM00500000270737
ENSG00000232397	ENSFM00360000109859
ENSG00000053747	ENSFM00570000851072
ENSG00000133816	ENSFM00250000000908
ENSG00000237258	ENSFM00480000262756
ENSG00000109756	ENSFM00250000001338
ENSG00000173852	ENSFM00250000002041
ENSG00000125812	ENSFM00400000131957
ENSG00000224395	ENSFM00430000230074
ENSG00000101695	ENSFM00500000273796
ENSG00000110367	ENSFM00540000717952
ENSG00000134758	ENSFM00260000050937
ENSG00000185737	ENSFM00250000008994
ENSG00000184347	ENSFM00250000000421
ENSG00000228377	ENSFM00500000288123
ENSG00000237051	ENSFM00250000000928
ENSG00000125814	ENSFM00250000003180
ENSG00000072682	ENSFM00250000000707
ENSG00000105404	ENSFM00250000005265
ENSG00000105409	ENSFM00250000000250
ENSG00000185686	ENSFM00250000000393
ENSG00000204231	ENSFM00500000269659
ENSG00000204188	ENSFM00500000293031
ENSG00000148942	ENSFM00250000000525
ENSG00000163807	ENSFM00500000274603
ENSG00000159147	ENSFM00250000006301
ENSG00000196628	ENSFM00250000000724
ENSG00000115526	ENSFM00500000271891
ENSG00000144597	ENSFM00250000003496
ENSG00000163808	ENSFM00630001050605
ENSG00000185261	ENSFM00360000109943
ENSG00000157111	ENSFM00250000008014
ENSG00000096433	ENSFM00250000000547
ENSG00000103168	ENSFM00250000006724
ENSG00000169220	ENSFM00250000000973
ENSG00000133422	ENSFM00250000003908
ENSG00000156521	ENSFM00250000007611
ENSG00000164164	ENSFM00250000004042
ENSG00000215305	ENSFM00250000004293
ENSG00000181092	ENSFM00500000270960
ENSG00000164325	ENSFM00250000009475
ENSG00000107164	ENSFM00250000001137
ENSG00000073849	ENSFM00250000002180
ENSG00000164649	ENSFM00250000002646
ENSG00000183574	ENSFM00560000771281
ENSG00000104518	ENSFM00500000273381
ENSG00000165828	ENSFM00500000273278
ENSG00000157578	ENSFM00260000051634
ENSG00000141434	ENSFM00500000270104
ENSG00000044574	ENSFM00630001050551
ENSG00000176971	ENSFM00250000007953
ENSG00000141441	ENSFM00250000003903
ENSG00000129151	ENSFM00440000236965
ENSG00000155833	ENSFM00600000921956
ENSG00000205592	ENSFM00600000921200
ENSG00000125823	ENSFM00500000278128
ENSG00000206320	ENSFM00250000006778
ENSG00000160683	ENSFM00600000921384
ENSG00000122863	ENSFM00500000270674
ENSG00000212643	ENSFM00500000271511
ENSG00000151914	ENSFM00270000056421
ENSG00000245869	ENSFM00610000971470
ENSG00000172795	ENSFM00500000270964
ENSG00000125831	ENSFM00500000284559
ENSG00000256235	ENSFM00500000410668
ENSG00000136824	ENSFM00310000089028
ENSG00000186174	ENSFM00600000921346
ENSG00000220891	ENSFM00500000452201
ENSG00000183169	ENSFM00250000003918
ENSG00000123416	ENSFM00250000000217
ENSG00000237693	ENSFM00560000774667
ENSG00000120053	ENSFM00250000001023
ENSG00000100121	ENSFM00250000000661
ENSG00000125815	ENSFM00500000286906
ENSG00000155367	ENSFM00250000002013
ENSG00000145908	ENSFM00250000000002
ENSG00000206129	ENSFM00410000138764
ENSG00000145741	ENSFM00500000270103
ENSG00000091164	ENSFM00500000271170
ENSG00000204662	ENSFM00500000287353
ENSG00000101435	ENSFM00500000292455
ENSG00000254709	ENSFM00610000952996
ENSG00000157322	ENSFM00250000004089
ENSG00000163520	ENSFM00570000851484
ENSG00000100218	ENSFM00250000008555
ENSG00000183963	ENSFM00250000001249
ENSG00000204640	ENSFM00500000277337
ENSG00000128266	ENSFM00410000138458
ENSG00000244731	ENSFM00250000000285
ENSG00000127946	ENSFM00250000001308
ENSG00000005421	ENSFM00250000001840
ENSG00000123095	ENSFM00250000004522
ENSG00000171680	ENSFM00250000001731
ENSG00000185437	ENSFM00500000273901
ENSG00000100228	ENSFM00270000056513
ENSG00000211445	ENSFM00500000270352
ENSG00000204520	ENSFM00250000000389
ENSG00000184599	ENSFM00500000276586
ENSG00000079332	ENSFM00260000050591
ENSG00000091157	ENSFM00250000001912
ENSG00000184990	ENSFM00500000274646
ENSG00000155380	ENSFM00500000269721
ENSG00000132670	ENSFM00500000269598
ENSG00000224654	ENSFM00500000276693
ENSG00000106089	ENSFM00250000000549
ENSG00000109881	ENSFM00500000273588
ENSG00000227044	ENSFM00430000230074
ENSG00000165219	ENSFM00250000002127
ENSG00000148803	ENSFM00250000007872
ENSG00000230885	ENSFM00380000124712
ENSG00000242220	ENSFM00250000007741
ENSG00000105737	ENSFM00440000236837
ENSG00000139160	ENSFM00250000005712
ENSG00000136888	ENSFM00600000921725
ENSG00000131183	ENSFM00250000001230
ENSG00000107872	ENSFM00300000079186
ENSG00000145863	ENSFM00500000269662
ENSG00000164054	ENSFM00600000921680
ENSG00000187581	ENSFM00500000436134
ENSG00000159079	ENSFM00250000005279
ENSG00000133302	ENSFM00380000124754
ENSG00000198799	ENSFM00250000001262
ENSG00000146072	ENSFM00440000236917
ENSG00000130717	ENSFM00600000921156
ENSG00000175785	ENSFM00500000277157
ENSG00000241644	ENSFM00500000270775
ENSG00000183778	ENSFM00500000270000
ENSG00000165138	ENSFM00250000008006
ENSG00000107874	ENSFM00260000051003
ENSG00000184809	ENSFM00500000293637
ENSG00000105852	ENSFM00250000001840
ENSG00000170011	ENSFM00500000271516
ENSG00000107742	ENSFM00250000001454
ENSG00000151743	ENSFM00440000237049
ENSG00000183067	ENSFM00500000273376
ENSG00000127884	ENSFM00500000270475
ENSG00000173335	ENSFM00500000288288
ENSG00000183036	ENSFM00500000292542
ENSG00000101439	ENSFM00500000280058
ENSG00000105732	ENSFM00500000273576
ENSG00000206561	ENSFM00250000002421
ENSG00000197705	ENSFM00270000056443
ENSG00000157693	ENSFM00250000006178
ENSG00000106125	ENSFM00250000007520
ENSG00000028277	ENSFM00500000269777
ENSG00000148832	ENSFM00250000000775
ENSG00000228835	ENSFM00600000924787
ENSG00000167552	ENSFM00250000000217
ENSG00000228075	ENSFM00500000272082
ENSG00000166960	ENSFM00250000007904
ENSG00000165959	ENSFM00500000271703
ENSG00000177511	ENSFM00600000921256
ENSG00000101441	ENSFM00500000277526
ENSG00000206366	ENSFM00600000921332
ENSG00000145990	ENSFM00250000003657
ENSG00000241253	ENSFM00250000001406
ENSG00000171587	ENSFM00570000851053
ENSG00000111203	ENSFM00250000006508
ENSG00000170373	ENSFM00500000277526
ENSG00000150760	ENSFM00250000000526
ENSG00000140067	ENSFM00250000008643
ENSG00000115539	ENSFM00250000003658
